Page Name	Page URL	Ad Group ID	Ad ID	Ad Text	Photo/Video ID	Ad Impressions	Ad Impressions Range high	Ad Impressions Range low	Ad Impressions Range avg	Ad Group Age Gender Reach 18-24 female	Ad Group Age Gender Reach 18-24 male	Ad Group Age Gender Reach 18-24 unknown	Ad Group Age Gender Reach 25-34 female	Ad Group Age Gender Reach 25-34 male	Ad Group Age Gender Reach 25-34 unknown	Ad Group Age Gender Reach 35-44 female	Ad Group Age Gender Reach 35-44 male	Ad Group Age Gender Reach 35-44 unknown	Ad Group Age Gender Reach 45-54 female	Ad Group Age Gender Reach 45-54 male	Ad Group Age Gender Reach 45-54 unknown	Ad Group Age Gender Reach 55-64 female	Ad Group Age Gender Reach 55-64 male	Ad Group Age Gender Reach 55-64 unknown	Ad Group Age Gender Reach 65+ female	Ad Group Age Gender Reach 65+ male	Ad Group Age Gender Reach 65+ unknown	Ad Group Age Gender Reach Avg Volume 18-24 female	Ad Group Age Gender Reach Avg Volume 18-24 male	Ad Group Age Gender Reach Avg Volume 18-24 unknown	Ad Group Age Gender Reach Avg Volume 25-34 female	Ad Group Age Gender Reach Avg Volume 25-34 male	Ad Group Age Gender Reach Avg Volume 25-34 unknown	Ad Group Age Gender Reach Avg Volume 35-44 female	Ad Group Age Gender Reach Avg Volume 35-44 male	Ad Group Age Gender Reach Avg Volume 35-44 unknown	Ad Group Age Gender Reach Avg Volume 45-54 female	Ad Group Age Gender Reach Avg Volume 45-54 male	Ad Group Age Gender Reach Avg Volume 45-54 unknown	Ad Group Age Gender Reach Avg Volume 55-64 female	Ad Group Age Gender Reach Avg Volume 55-64 male	Ad Group Age Gender Reach Avg Volume 55-64 unknown	Ad Group Age Gender Reach Avg Volume 65+ female	Ad Group Age Gender Reach Avg Volume 65+ male	Ad Group Age Gender Reach Avg Volume 65+ unknown	Ad Group Region Reach England	Ad Group Region Reach Northern Ireland	Ad Group Region Reach Scotland	Ad Group Region Reach Wales	Ad Start Date	Ad Start Date String	Ad End Date	Ad End Date String
Vote Leave	https://www.facebook.com/voteleave/	209	1644	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on our own priorities, like the NHS? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Vote Leave, Take Control! Vote Leave"	2908	100000-199999	199999	100000	149999	<1%	4%		2%	8%	<1%	4%	8%	<1%	7%	13%	<1%	12%	12%	<1%	16%	11%	<1%	0	27000	0	37500	37500	0	52500	52500	0	67500	67500	0	82499	82499	0	97499	97499	0	87%	2%	4%	6%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
Vote Leave	https://www.facebook.com/voteleave/	209	1645	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on our own priorities, like the NHS? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Vote Leave, Take Control! Vote Leave"	2909	500000-999999	999999	500000	749999	<1%	4%		2%	8%	<1%	4%	8%	<1%	7%	13%	<1%	12%	12%	<1%	16%	11%	<1%	0	135000	0	187500	187500	0	262500	262500	0	337500	337500	0	412499	412499	0	487499	487499	0	87%	2%	4%	6%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
Vote Leave	https://www.facebook.com/voteleave/	214	1646	"Did you know? Great Britain sends £350 million to the EU every single week! Instead shouldn't we spend it on our own priorities, like the NHS?"	2910	0-999	999	0	499	<1%	4%		2%	8%	<1%	3%	8%	<1%	10%	20%	<1%	11%	16%	<1%	6%	9%	<1%	0	90	0	125	125	0	175	175	0	225	225	0	274	274	0	324	324	0	90%	<1%	5%	5%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
Vote Leave	https://www.facebook.com/voteleave/	214	1647	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on our own priorities, like the NHS?"	2911	0-999	999	0	499	<1%	4%		2%	8%	<1%	3%	8%	<1%	10%	20%	<1%	11%	16%	<1%	6%	9%	<1%	0	90	0	125	125	0	175	175	0	225	225	0	274	274	0	324	324	0	90%	<1%	5%	5%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
Vote Leave	https://www.facebook.com/voteleave/	214	1648	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on our own priorities, like the NHS?"	2911	1000-4999	4999	1000	2999	<1%	4%		2%	8%	<1%	3%	8%	<1%	10%	20%	<1%	11%	16%	<1%	6%	9%	<1%	0	540	0	750	750	0	1050	1050	0	1350	1350	0	1649	1649	0	1949	1949	0	90%	<1%	5%	5%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
Vote Leave	https://www.facebook.com/voteleave/	214	1649	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on our own priorities like the NHS?"	2912	0-999	999	0	499	<1%	4%		2%	8%	<1%	3%	8%	<1%	10%	20%	<1%	11%	16%	<1%	6%	9%	<1%	0	90	0	125	125	0	175	175	0	225	225	0	274	274	0	324	324	0	90%	<1%	5%	5%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
Vote Leave	https://www.facebook.com/voteleave/	214	1650	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on our own priorities like the NHS?"	2913	20000-49999	49999	20000	34999	<1%	4%		2%	8%	<1%	3%	8%	<1%	10%	20%	<1%	11%	16%	<1%	6%	9%	<1%	0	6300	0	8750	8750	0	12250	12250	0	15750	15750	0	19249	19249	0	22749	22749	0	90%	<1%	5%	5%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
Vote Leave	https://www.facebook.com/voteleave/	217	1651	"Did you know? Great Britain sends £350 million to the EU every single week! Instead shouldn't we spend it on our own priorities, like the NHS?"	2914	0-999	999	0	499	<1%	5%	<1%	2%	7%	<1%	2%	8%	<1%	6%	14%	<1%	10%	16%	<1%	13%	15%	<1%	0	90	0	125	125	0	175	175	0	225	225	0	274	274	0	324	324	0	89%	1%	4%	5%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
Vote Leave	https://www.facebook.com/voteleave/	217	1652	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on our own priorities, like the NHS?"	2915	1000-4999	4999	1000	2999	<1%	5%	<1%	2%	7%	<1%	2%	8%	<1%	6%	14%	<1%	10%	16%	<1%	13%	15%	<1%	0	540	0	750	750	0	1050	1050	0	1350	1350	0	1649	1649	0	1949	1949	0	89%	1%	4%	5%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
Vote Leave	https://www.facebook.com/voteleave/	217	1653	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on our own priorities, like the NHS?"	2916	20000-49999	49999	20000	34999	<1%	5%	<1%	2%	7%	<1%	2%	8%	<1%	6%	14%	<1%	10%	16%	<1%	13%	15%	<1%	0	6300	0	8750	8750	0	12250	12250	0	15750	15750	0	19249	19249	0	22749	22749	0	89%	1%	4%	5%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
Vote Leave	https://www.facebook.com/voteleave/	218	1654	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on the people of the UK's priorities and not theirs? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Vote Leave, Take Control! Vote Leave"	2917	200000-499999	499999	200000	349999	<1%	3%	<1%	1%	3%	<1%	3%	6%	<1%	11%	14%	<1%	14%	16%	1%	12%	13%	<1%	0	63000	0	87500	87500	0	122500	122500	0	157500	157500	0	192499	192499	192499	227499	227499	0	87%	<1%	6%	6%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
Vote Leave	https://www.facebook.com/voteleave/	219	1655	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on our own priorities and not theirs? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Vote Leave, Take Control! Vote Leave"	2918	50000-99999	99999	50000	74999	<1%	4%	<1%	<1%	5%	<1%	2%	8%	<1%	6%	20%	<1%	9%	22%	<1%	7%	14%	<1%	0	13500	0	0	18750	0	26250	26250	0	33750	33750	0	41249	41249	0	48749	48749	0	88%	<1%	6%	6%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
Vote Leave	https://www.facebook.com/voteleave/	220	1656	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on our own priorities like the NHS? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Vote Leave, Take Control! Vote Leave"	2919	50000-99999	99999	50000	74999	<1%	2%	<1%	<1%	2%	<1%	3%	5%	<1%	11%	15%	<1%	15%	17%	<1%	13%	14%	<1%	0	13500	0	0	18750	0	26250	26250	0	33750	33750	0	41249	41249	0	48749	48749	0	87%	<1%	6%	6%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
Vote Leave	https://www.facebook.com/voteleave/	221	1657	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on our own priorities like the NHS? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Vote Leave, Take Control! Vote Leave"	2919	100000-199999	199999	100000	149999	<1%	4%	<1%	3%	7%	<1%	4%	7%	<1%	9%	12%	<1%	14%	12%	<1%	16%	10%	<1%	0	27000	0	37500	37500	0	52500	52500	0	67500	67500	0	82499	82499	0	97499	97499	0	88%	2%	4%	6%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
Vote Leave	https://www.facebook.com/voteleave/	222	1658	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on the people of the UK's priorities and not theirs? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Vote Leave, Take Control! Vote Leave"	2917	200000-499999	499999	200000	349999	<1%	4%		2%	7%	<1%	4%	9%	<1%	8%	14%	<1%	12%	13%	<1%	14%	11%	<1%	0	63000	0	87500	87500	0	122500	122500	0	157500	157500	0	192499	192499	0	227499	227499	0	87%	2%	5%	6%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
Vote Leave	https://www.facebook.com/voteleave/	223	1659	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on our own priorities and not theirs? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Vote Leave, Take Control! Vote Leave"	2918	100000-199999	199999	100000	149999	<1%	2%	<1%	2%	7%	<1%	3%	8%	<1%	7%	14%	<1%	11%	14%	<1%	14%	14%	<1%	0	27000	0	37500	37500	0	52500	52500	0	67500	67500	0	82499	82499	0	97499	97499	0	88%	2%	4%	6%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
Vote Leave	https://www.facebook.com/voteleave/	226	1660	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on the people of the UK's priorities and not theirs? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Vote Leave, Take Control! Vote Leave"	2920	1000-4999	4999	1000	2999	3%	11%	<1%	5%	12%	<1%	5%	9%	<1%	8%	10%	<1%	9%	8%	<1%	9%	9%	<1%	540	540	0	750	750	0	1050	1050	0	1350	1350	0	1649	1649	0	1949	1949	0	90%	<1%	4%	5%	Mon Apr 18 2016 00:00:00 GMT+0100 (BST)	4/18/16	Fri Apr 22 2016 00:00:00 GMT+0100 (BST)	4/22/16
Vote Leave	https://www.facebook.com/voteleave/	226	1661	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on the people of the UK's priorities and not theirs? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Vote Leave, Take Control! Vote Leave"	2920	5000-9999	9999	5000	7499	3%	11%	<1%	5%	12%	<1%	5%	9%	<1%	8%	10%	<1%	9%	8%	<1%	9%	9%	<1%	1350	1350	0	1875	1875	0	2625	2625	0	3375	3375	0	4124	4124	0	4874	4874	0	90%	<1%	4%	5%	Mon Apr 18 2016 00:00:00 GMT+0100 (BST)	4/18/16	Fri Apr 22 2016 00:00:00 GMT+0100 (BST)	4/22/16
Vote Leave	https://www.facebook.com/voteleave/	226	1662	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on the people of the UK's priorities and not theirs? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Vote Leave, Take Control! Vote Leave"	2920	1000-4999	4999	1000	2999	3%	11%	<1%	5%	12%	<1%	5%	9%	<1%	8%	10%	<1%	9%	8%	<1%	9%	9%	<1%	540	540	0	750	750	0	1050	1050	0	1350	1350	0	1649	1649	0	1949	1949	0	90%	<1%	4%	5%	Mon Apr 18 2016 00:00:00 GMT+0100 (BST)	4/18/16	Fri Apr 22 2016 00:00:00 GMT+0100 (BST)	4/22/16
Vote Leave	https://www.facebook.com/voteleave/	229	1663	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on the people of the UK's priorities and not theirs? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Vote Leave, Take Control! Vote Leave"	2921	1000-4999	4999	1000	2999	4%	10%	<1%	6%	11%	<1%	5%	8%	<1%	8%	11%	<1%	9%	8%	<1%	10%	9%	<1%	540	540	0	750	750	0	1050	1050	0	1350	1350	0	1649	1649	0	1949	1949	0	90%	<1%	4%	5%	Mon Apr 18 2016 00:00:00 GMT+0100 (BST)	4/18/16	Fri Apr 22 2016 00:00:00 GMT+0100 (BST)	4/22/16
Vote Leave	https://www.facebook.com/voteleave/	229	1664	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on the people of the UK's priorities and not theirs? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Vote Leave, Take Control! Vote Leave"	2921	10000-19999	19999	10000	14999	4%	10%	<1%	6%	11%	<1%	5%	8%	<1%	8%	11%	<1%	9%	8%	<1%	10%	9%	<1%	2700	2700	0	3750	3750	0	5250	5250	0	6750	6750	0	8249	8249	0	9749	9749	0	90%	<1%	4%	5%	Mon Apr 18 2016 00:00:00 GMT+0100 (BST)	4/18/16	Fri Apr 22 2016 00:00:00 GMT+0100 (BST)	4/22/16
Vote Leave	https://www.facebook.com/voteleave/	229	1665	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on the people of the UK's priorities and not theirs? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Vote Leave, Take Control! Vote Leave"	2921	5000-9999	9999	5000	7499	4%	10%	<1%	6%	11%	<1%	5%	8%	<1%	8%	11%	<1%	9%	8%	<1%	10%	9%	<1%	1350	1350	0	1875	1875	0	2625	2625	0	3375	3375	0	4124	4124	0	4874	4874	0	90%	<1%	4%	5%	Mon Apr 18 2016 00:00:00 GMT+0100 (BST)	4/18/16	Fri Apr 22 2016 00:00:00 GMT+0100 (BST)	4/22/16
Vote Leave	https://www.facebook.com/voteleave/	232	1666	"We send £350m to the EU every week. After we Vote Leave we can spend this money on our priorities like the NHS. Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Click Now To Vote Leave and Take Control! Vote Leave"	2922	200000-499999	499999	200000	349999	<1%	1%		<1%	2%		20%	25%	<1%	21%	22%	<1%	3%	2%	<1%	<1%	<1%	<1%	0	63000	0	0	87500	0	122500	122500	0	157500	157500	0	192499	192499	0	0	0	0	84%	2%	7%	7%	Tue Apr 19 2016 00:00:00 GMT+0100 (BST)	4/19/16		
Vote Leave	https://www.facebook.com/voteleave/	232	1667	"We send £350m to the EU every week. After we Vote Leave we can spend this money on our priorities like the NHS. Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Click Now To Vote Leave and Take Control! Vote Leave"	2922	500000-999999	999999	500000	749999	<1%	1%		<1%	2%		20%	25%	<1%	21%	22%	<1%	3%	2%	<1%	<1%	<1%	<1%	0	135000	0	0	187500	0	262500	262500	0	337500	337500	0	412499	412499	0	0	0	0	84%	2%	7%	7%	Tue Apr 19 2016 00:00:00 GMT+0100 (BST)	4/19/16		
Vote Leave	https://www.facebook.com/voteleave/	232	1668	"We send £350m to the EU every week. After we Vote Leave we can spend this money on our priorities like the NHS. Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Click Now To Vote Leave and Take Control! Vote Leave"	2922	100000-199999	199999	100000	149999	<1%	1%		<1%	2%		20%	25%	<1%	21%	22%	<1%	3%	2%	<1%	<1%	<1%	<1%	0	27000	0	0	37500	0	52500	52500	0	67500	67500	0	82499	82499	0	0	0	0	84%	2%	7%	7%	Tue Apr 19 2016 00:00:00 GMT+0100 (BST)	4/19/16		
Vote Leave	https://www.facebook.com/voteleave/	238	1669	"The UK sends over £350 million to the EU each week – that’s enough to build a fully-staffed, brand new hospital every 7 days! Shouldn't we spend it on OUR PRIORITIES and NOT THEIRS? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Act Now & Vote Leave! Vote Leave"	2921	500000-999999	999999	500000	749999	<1%	<1%		14%	12%	<1%	8%	8%	<1%	10%	10%	<1%	9%	9%	<1%	10%	8%	<1%	0	0	0	187500	187500	0	262500	262500	0	337500	337500	0	412499	412499	0	487499	487499	0	94%	<1%	2%	3%	Mon Apr 25 2016 00:00:00 GMT+0100 (BST)	4/25/16		
Vote Leave	https://www.facebook.com/voteleave/	238	1670	"The UK sends over £350 million to the EU each week – that’s enough to build a fully-staffed, brand new hospital every 7 days! Shouldn't we spend it on OUR PRIORITIES and NOT THEIRS? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Act Now & Vote Leave! Vote Leave"	2921	1000000-1999999	1999999	1000000	1499999	<1%	<1%		14%	12%	<1%	8%	8%	<1%	10%	10%	<1%	9%	9%	<1%	10%	8%	<1%	0	0	0	375000	375000	0	525000	525000	0	675000	675000	0	824999	824999	0	974999	974999	0	94%	<1%	2%	3%	Mon Apr 25 2016 00:00:00 GMT+0100 (BST)	4/25/16		
Vote Leave	https://www.facebook.com/voteleave/	238	1671	"The UK sends over £350 million to the EU each week – that’s enough to build a fully-staffed, brand new hospital every 7 days! Shouldn't we spend it on OUR PRIORITIES and NOT THEIRS? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Act Now & Vote Leave! Vote Leave"	2921	10000-19999	19999	10000	14999	<1%	<1%		14%	12%	<1%	8%	8%	<1%	10%	10%	<1%	9%	9%	<1%	10%	8%	<1%	0	0	0	3750	3750	0	5250	5250	0	6750	6750	0	8249	8249	0	9749	9749	0	94%	<1%	2%	3%	Mon Apr 25 2016 00:00:00 GMT+0100 (BST)	4/25/16		
Vote Leave	https://www.facebook.com/voteleave/	238	1672	"The UK sends over £350 million to the EU each week – that’s enough to build a fully-staffed, brand new hospital every 7 days! Shouldn't we spend it on OUR PRIORITIES and NOT THEIRS? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Act Now & Vote Leave! Vote Leave"	2921	20000-49999	49999	20000	34999	<1%	<1%		14%	12%	<1%	8%	8%	<1%	10%	10%	<1%	9%	9%	<1%	10%	8%	<1%	0	0	0	8750	8750	0	12250	12250	0	15750	15750	0	19249	19249	0	22749	22749	0	94%	<1%	2%	3%	Mon Apr 25 2016 00:00:00 GMT+0100 (BST)	4/25/16		
Vote Leave	https://www.facebook.com/voteleave/	238	1673	"The UK sends over £350 million to the EU each week – that’s enough to build a fully-staffed, brand new hospital every 7 days! Shouldn't we spend it on OUR PRIORITIES and NOT THEIRS? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Act Now & Vote Leave! Vote Leave"	2921	20000-49999	49999	20000	34999	<1%	<1%		14%	12%	<1%	8%	8%	<1%	10%	10%	<1%	9%	9%	<1%	10%	8%	<1%	0	0	0	8750	8750	0	12250	12250	0	15750	15750	0	19249	19249	0	22749	22749	0	94%	<1%	2%	3%	Mon Apr 25 2016 00:00:00 GMT+0100 (BST)	4/25/16		
